generation,leftchild,rightchild,abstime,betainit,betashift
70000,Berardius_bairdii,NA,34.0904,1.79908,0.0992752
70000,Monodon_monoceros,NA,33.1611,0.0649104,0.0431604
70000,Orcinus_orca,NA,30.1729,1.9482,-0.0480178
70000,Globicephala_macrorhynchus,Globicephala_melas,33.5201,2.22645,0.0514296
70000,Lagenorhynchus_acutus,NA,31.7075,0.264278,-0.0169323
70000,Lagenodelphis_hosei,Stenella_attenuata,30.619,0.0408738,-0.136886
80000,Balaena_mysticetus,Physeter_catodon,0,2.44933,0.0204933
80000,Cephalorhynchus_hectori,Cephalorhynchus_commersonii,32.3637,0.465499,-0.0545659
80000,Lagenorhynchus_acutus,Steno_bredanensis,27.3369,0.0571758,-0.0477937
80000,Physeter_catodon,Platanista_gangetica,1.6674,0.473738,-0.0151989
90000,Balaena_mysticetus,Physeter_catodon,0,0.165645,0.00846679
90000,Balaena_mysticetus,Caperea_marginata,1.6481,1.51897,0.0182092
90000,Pontoporia_blainvillei,NA,32.5903,0.0882199,0.00932926
90000,Orcinus_orca,NA,27.6391,2.67709,-0.0150095
100000,Balaena_mysticetus,Physeter_catodon,0,3.86918,0.050956
100000,Balaena_mysticetus,NA,34.3776,0.883233,-0.0443854
100000,Balaena_mysticetus,Eubalaena_australis,18.4514,0.826096,-0.033329
100000,Balaenoptera_edeni,NA,33.9313,0.737235,-0.027314
100000,Lagenorhynchus_obliquidens,NA,33.1882,0.793843,-0.00626783
100000,Hyperoodon_planifrons,NA,28.3721,0.161375,-0.075054
100000,Lagenorhynchus_acutus,Steno_bredanensis,27.3891,0.0804615,-0.0426443
100000,Physeter_catodon,Platanista_gangetica,1.06563,0.277374,-0.00938661
110000,Balaena_mysticetus,Physeter_catodon,0,1.19342,-0.0154764
110000,Eubalaena_australis,Eubalaena_glacialis,28.6723,0.560541,0.0179172
110000,Balaenoptera_acutorostrata,NA,24.8723,8.84311,-0.0308371
110000,Balaena_mysticetus,Caperea_marginata,1.67532,1.08468,0.0482225
110000,Physeter_catodon,NA,20.7804,0.411258,0.109736
110000,Berardius_bairdii,NA,33.3096,1.00576,-0.0613267
110000,Berardius_arnuxii,Berardius_bairdii,27.6219,2.68603,0.0167497
110000,Orcinus_orca,NA,30.4778,1.3952,0.0234876
110000,Orcaella_brevirostris,Grampus_griseus,26.4284,0.372385,0.0216348
110000,Stenella_frontalis,NA,35.2368,0.629332,0.0242001
110000,Physeter_catodon,Platanista_gangetica,1.85743,0.155077,-0.0288041
120000,Balaena_mysticetus,Physeter_catodon,0,1.21247,0.014513
120000,Berardius_arnuxii,Berardius_bairdii,24.9243,0.743309,0.0152447
120000,Inia_geoffrensis,NA,34.2936,0.763392,0.00495858
120000,Orcinus_orca,NA,29.5792,2.63995,0.0234876
120000,Grampus_griseus,Pseudorca_crassidens,28.731,0.675516,0.0924401
120000,Sousa_chinensis,NA,34.1641,0.078908,-0.0370203
120000,Platanista_gangetica,Tasmacetus_shepherdi,2.61107,0.134087,-0.0324267
130000,Balaena_mysticetus,Physeter_catodon,0,0.236409,-0.0579146
130000,Physeter_catodon,NA,19.0313,0.0674875,0.0760635
130000,Balaena_mysticetus,Caperea_marginata,3.48816,1.76246,0.0370415
130000,Physeter_catodon,NA,23.2393,1.93644,0.00763219
130000,Berardius_arnuxii,Berardius_bairdii,27.4652,0.990464,-0.00163834
130000,Mesoplodon_stejnegeri,NA,35.3377,1.62756,-0.0252155
130000,Mesoplodon_peruvianus,NA,34.0053,0.60087,-0.0939719
130000,Orcinus_orca,NA,28.113,1.08892,0.0687763
130000,Grampus_griseus,Pseudorca_crassidens,27.7678,0.556083,0.00212966
140000,Balaena_mysticetus,Physeter_catodon,0,0.357931,-0.0671337
140000,Platanista_gangetica,Platanista_minor,27.6409,0.364894,-0.0304352
140000,Balaenoptera_borealis,NA,34.4846,0.662384,-0.0847516
140000,Balaenoptera_borealis,Balaenoptera_edeni,25.5587,0.122436,-0.00316868
140000,Balaena_mysticetus,Caperea_marginata,5.51527,5.03405,0.0559344
140000,Physeter_catodon,NA,18.738,1.20423,0.0168392
140000,Kogia_breviceps,NA,32.716,1.18529,-0.0195635
140000,Berardius_arnuxii,Berardius_bairdii,27.4815,2.58096,0.0415422
140000,Pontoporia_blainvillei,NA,25.2267,0.414688,-0.0133945
140000,Orcinus_orca,NA,26.8624,2.69288,-0.00647435
140000,Grampus_griseus,Pseudorca_crassidens,28.0018,0.390359,-0.0259065
150000,Balaena_mysticetus,Physeter_catodon,0,1.59328,0.00766203
150000,Cephalorhynchus_hectori,NA,35.5372,0.23725,-0.0640856
150000,Lagenorhynchus_acutus,Steno_bredanensis,27.4121,0.0778938,-0.038407
150000,Physeter_catodon,Platanista_gangetica,1.72995,0.461889,-0.00515475
160000,Balaena_mysticetus,Physeter_catodon,0,3.08195,-0.009032
160000,Balaena_mysticetus,NA,27.2855,4.46713,0.00799396
160000,Physeter_catodon,Kogia_breviceps,11.8008,0.447607,0.0187841
160000,Berardius_arnuxii,Berardius_bairdii,25.3999,1.13758,0.0662005
160000,Mesoplodon_bidens,Mesoplodon_ginkgodens,21.8793,0.390812,-0.027267
160000,Orcinus_orca,NA,28.1439,0.496989,-0.00160372
160000,Grampus_griseus,Pseudorca_crassidens,28.7815,0.443573,-0.0229611
160000,Physeter_catodon,Platanista_gangetica,0.0521357,0.184435,-0.0387566
170000,Balaena_mysticetus,Physeter_catodon,0,1.02418,-0.07071
170000,Balaena_mysticetus,Caperea_marginata,5.65937,1.96691,0.0315419
170000,Physeter_catodon,Kogia_breviceps,6.66365,2.20254,-0.10013
170000,Orcinus_orca,NA,28.2293,1.57931,-0.0759542
170000,Peponocephala_electra,NA,34.8637,2.74769,-0.00034406
180000,Balaena_mysticetus,Physeter_catodon,0,3.96988,0.0294425
180000,Balaenoptera_borealis,NA,31.0487,0.761872,-0.0275013
180000,Lagenorhynchus_acutus,Steno_bredanensis,27.2833,0.0436245,0.0489402
180000,Orcinus_orca,Orcaella_brevirostris,21.2795,0.945228,-0.00783589
180000,Physeter_catodon,Platanista_gangetica,0.0293299,0.28852,-0.0213445
190000,Balaena_mysticetus,Physeter_catodon,0,1.09447,-0.0724458
190000,Balaena_mysticetus,Caperea_marginata,7.48323,2.33,0.0486551
190000,Tasmacetus_shepherdi,NA,31.9495,0.384917,0.00712853
190000,Hyperoodon_ampullatus,NA,31.602,0.0964254,0.035504
190000,Neophocaena_phocaenoides,NA,31.7478,1.3751,0.0247266
190000,Neophocaena_phocaenoides,Phocoena_sinus,23.6283,0.141666,-0.0770848
190000,Orcinus_orca,NA,28.3313,2.38351,0.119676
200000,Balaena_mysticetus,Physeter_catodon,0,3.4167,0.0399182
200000,Platanista_gangetica,Platanista_minor,5.55022,0.556106,-0.0739178
200000,Ziphius_cavirostris,NA,34.2726,0.0977889,-0.0444487
200000,Lagenorhynchus_acutus,Steno_bredanensis,27.5781,0.0207499,0.0659968
200000,Physeter_catodon,Platanista_gangetica,1.8606,0.48354,-0.0213445
210000,Balaena_mysticetus,Physeter_catodon,0,1.93089,0.0225675
210000,Kogia_breviceps,Kogia_simus,19.8089,0.891681,-0.00667603
210000,Berardius_arnuxii,Berardius_bairdii,23.5662,0.783012,-0.0304932
210000,Mesoplodon_peruvianus,NA,33.0089,3.10619,-0.00288919
210000,Orcinus_orca,NA,32.2527,2.46333,-0.119011
210000,Pseudorca_crassidens,Feresa_attenuata,30.2313,0.747631,-0.0333477
210000,Platanista_gangetica,Tasmacetus_shepherdi,2.62582,0.144704,-0.0305115
220000,Balaena_mysticetus,Physeter_catodon,0,1.46733,0.0147549
220000,Physeter_catodon,NA,22.9096,0.449618,-0.0117247
220000,Berardius_arnuxii,Berardius_bairdii,24.5156,2.05558,-0.0901601
220000,Mesoplodon_peruvianus,NA,31.2924,0.566969,-0.0149331
220000,Pontoporia_blainvillei,NA,23.1612,0.556692,-0.0216057
220000,Orcinus_orca,NA,27.559,0.642447,0.022154
220000,Grampus_griseus,Pseudorca_crassidens,28.1454,1.05047,-0.020726
220000,Platanista_gangetica,Tasmacetus_shepherdi,2.44883,0.156163,-0.0305115
230000,Balaena_mysticetus,Physeter_catodon,0,2.011,0.0547058
230000,Balaenoptera_borealis,Balaenoptera_edeni,27.9591,0.0659078,0.0391323
230000,Balaenoptera_acutorostrata,NA,28.6709,0.0252312,-0.0190106
230000,Berardius_arnuxii,Berardius_bairdii,19.4992,0.15602,0.022407
230000,Orcinus_orca,NA,28.2597,2.47494,-0.0117247
230000,Orcinus_orca,NA,34.4646,0.204496,0.0278846
230000,Grampus_griseus,Pseudorca_crassidens,28.8956,0.780587,-0.020726
230000,Platanista_gangetica,Tasmacetus_shepherdi,3.11615,0.163123,-0.0305115
240000,Balaena_mysticetus,Physeter_catodon,0,1.36312,0.0491239
240000,Eschrichtius_robustus,NA,19.8741,0.0706057,0.0464119
240000,Physeter_catodon,NA,27.8903,2.88361,-0.00842522
240000,Physeter_catodon,NA,31.8697,1.6366,0.058117
240000,Berardius_arnuxii,Berardius_bairdii,20.6641,1.29259,-0.0322401
240000,Orcinus_orca,NA,26.25,1.79887,0.0197471
240000,Grampus_griseus,Pseudorca_crassidens,27.8106,1.02879,-0.0965468
240000,Physeter_catodon,Platanista_gangetica,1.30301,0.332268,-0.0511155
250000,Balaena_mysticetus,Physeter_catodon,0,1.09129,0.0964665
250000,Balaena_mysticetus,Eubalaena_australis,11.0029,0.458118,-0.0596188
250000,Eschrichtius_robustus,NA,21.921,0.591796,0.00392467
250000,Balaenoptera_physalus,NA,30.8648,0.253609,0.00696806
250000,Physeter_catodon,NA,31.4635,3.55838,-0.0718493
250000,Berardius_arnuxii,Berardius_bairdii,20.0266,0.389601,-0.0151739
250000,Orcinus_orca,NA,26.7464,1.65815,0.0170318
250000,Grampus_griseus,Pseudorca_crassidens,28.8202,0.28542,0.0180783
250000,Physeter_catodon,Platanista_gangetica,0.801253,0.234007,-0.0511155
260000,Balaena_mysticetus,Physeter_catodon,0,1.4332,0.0372805
260000,Physeter_catodon,NA,34.6177,0.654735,-0.0844095
260000,Berardius_arnuxii,Berardius_bairdii,27.8024,1.42657,0.0676335
260000,Balaenoptera_musculus,NA,33.473,0.0521538,-0.00488572
260000,Mesoplodon_ginkgodens,NA,28.3008,1.14083,0.00929779
260000,Mesoplodon_peruvianus,NA,33.9519,1.22811,-0.0262711
260000,Orcinus_orca,NA,25.6759,1.31603,-0.0199385
260000,Grampus_griseus,Pseudorca_crassidens,29.588,0.191897,0.0248628
260000,Steno_bredanensis,NA,32.3785,0.382466,0.0207865
260000,Stenella_clymene,NA,34.8712,1.00573,0.0658971
260000,Platanista_gangetica,Tasmacetus_shepherdi,3.35093,0.11231,-0.0150334
270000,Balaena_mysticetus,Physeter_catodon,0,1.39851,0.0274503
270000,Eubalaena_australis,NA,35.5341,1.21513,-0.0269718
270000,Berardius_arnuxii,Berardius_bairdii,29.3816,0.610258,0.0861904
270000,Mesoplodon_mirus,NA,34.6624,8.62555,0.0207408
270000,Orcinus_orca,NA,25.6273,0.67588,0.081848
270000,Grampus_griseus,Pseudorca_crassidens,29.1353,0.274816,-0.047971
270000,Platanista_gangetica,Tasmacetus_shepherdi,3.35209,0.0564982,0.0113041
280000,Balaena_mysticetus,Physeter_catodon,0,2.09906,0.0643609
280000,Balaena_mysticetus,Eubalaena_australis,22.0273,0.485169,0.0148987
280000,Physeter_catodon,NA,20.3388,1.17241,0.00294926
280000,Cephalorhynchus_hectori,NA,34.8361,0.787498,-0.0576568
280000,Tasmacetus_shepherdi,NA,22.6928,0.0546527,-0.0957057
280000,Berardius_arnuxii,Berardius_bairdii,24.0228,0.394571,0.0492317
280000,Berardius_arnuxii,Berardius_bairdii,29.5065,0.734646,0.0563835
280000,Inia_geoffrensis,NA,20.8726,2.66516,0.135645
280000,Monodon_monoceros,NA,34.1735,0.497606,-0.0560249
280000,Phocoena_sinus,Phocoena_spinipinnis,30.4759,0.220899,-0.0240614
280000,Orcinus_orca,NA,26.2703,1.81084,-0.0984208
280000,Orcaella_brevirostris,Grampus_griseus,27.5741,0.455965,-0.0166961
280000,Physeter_catodon,Platanista_gangetica,0.736527,0.395094,-0.0514872
290000,Balaena_mysticetus,Physeter_catodon,0,0.744318,0.0643609
290000,Balaenoptera_acutorostrata,Balaenoptera_musculus,19.1438,4.48573,0.00930879
290000,Physeter_catodon,NA,19.1222,1.82546,0.0335487
290000,Berardius_arnuxii,Berardius_bairdii,28.3317,1.09283,-0.0458822
290000,Mesoplodon_grayi,Mesoplodon_peruvianus,30.211,0.931657,0.0409968
290000,Tasmacetus_shepherdi,Berardius_arnuxii,7.03376,0.661503,-0.101335
290000,Orcinus_orca,NA,25.3608,0.854112,0.0583615
290000,Pseudorca_crassidens,Feresa_attenuata,29.9762,0.782468,0.00614456
290000,Physeter_catodon,Platanista_gangetica,1.67778,0.242211,-0.0514872
300000,Balaena_mysticetus,Physeter_catodon,0,0.85334,0.0626129
300000,Eubalaena_australis,Eubalaena_glacialis,31.2413,0.396403,-0.0167215
300000,Balaenoptera_borealis,Balaenoptera_edeni,29.019,0.106962,-0.0119357
300000,Balaena_mysticetus,Caperea_marginata,6.54399,1.49556,0.0550875
300000,Physeter_catodon,NA,20.6649,1.0956,0.0147624
300000,Berardius_arnuxii,Berardius_bairdii,21.5048,1.38483,-0.0644527
300000,Mesoplodon_peruvianus,NA,30.993,0.784906,-0.0193445
300000,Mesoplodon_ginkgodens,Mesoplodon_europaeus,26.3243,0.0820094,-0.0158229
300000,Berardius_arnuxii,Ziphius_cavirostris,17.7381,0.0590161,-0.0259213
300000,Inia_geoffrensis,NA,17.713,1.72301,-0.0324194
300000,Orcinus_orca,NA,29.3172,3.55918,-0.0435318
300000,Grampus_griseus,Pseudorca_crassidens,28.8672,0.707181,0.0298003
300000,Physeter_catodon,Platanista_gangetica,1.12847,0.141914,-0.0408025
310000,Balaena_mysticetus,Physeter_catodon,0,2.93502,0.0321399
310000,Physeter_catodon,Kogia_breviceps,12.8069,0.675989,-0.0262335
310000,Berardius_arnuxii,Berardius_bairdii,22.9331,1.34985,0.053967
310000,Mesoplodon_peruvianus,NA,30.8134,3.90735,-0.0270894
310000,Orcinus_orca,NA,25.156,2.46609,-0.0319156
310000,Grampus_griseus,Pseudorca_crassidens,29.8082,0.991612,0.024661
310000,Physeter_catodon,Platanista_gangetica,0.730007,0.180089,-0.0408025
320000,Balaena_mysticetus,Physeter_catodon,0,3.43174,0.00307301
320000,Balaena_mysticetus,NA,28.4045,0.544336,-0.0797893
320000,Eubalaena_australis,Eubalaena_glacialis,30.3441,0.0196525,-0.032366
320000,Physeter_catodon,NA,23.8491,4.06187,-0.043744
320000,Kogia_breviceps,NA,34.0362,0.100245,-0.0412019
320000,Berardius_arnuxii,Berardius_bairdii,23.5529,0.376664,0.0393118
320000,Mesoplodon_mirus,NA,34.8968,0.368825,-0.00643236
320000,Orcinus_orca,NA,29.0412,2.91778,-0.022305
320000,Grampus_griseus,NA,30.9145,0.245062,0.0171326
320000,Grampus_griseus,Pseudorca_crassidens,28.6933,0.23129,0.0938781
320000,Physeter_catodon,Platanista_gangetica,1.3497,0.321187,-0.0514872
330000,Balaena_mysticetus,Physeter_catodon,0,1.96543,0.0535366
330000,Berardius_arnuxii,Berardius_bairdii,19.481,0.723155,-0.0122356
330000,Mesoplodon_peruvianus,NA,33.8257,2.82131,-0.139696
330000,Orcinus_orca,NA,32.8344,1.35938,-0.0742776
330000,Orcaella_brevirostris,Grampus_griseus,27.6106,0.567038,0.0235181
330000,Platanista_gangetica,Tasmacetus_shepherdi,2.86638,0.135044,-0.0408025
340000,Balaena_mysticetus,Physeter_catodon,0,2.70194,0.0147485
340000,Caperea_marginata,NA,14.7052,0.249454,0.0249364
340000,Physeter_catodon,NA,15.0345,2.59726,-0.0148264
340000,Berardius_arnuxii,Berardius_bairdii,25.7864,1.87612,0.0267139
340000,Orcinus_orca,NA,25.458,2.16548,-0.0598407
340000,Feresa_attenuata,Peponocephala_electra,30.4944,0.361448,0.0217323
340000,Physeter_catodon,Platanista_gangetica,1.28829,0.0522516,0.0525034
350000,Balaena_mysticetus,Physeter_catodon,0,2.19399,0.0376976
350000,Balaenoptera_borealis,Balaenoptera_edeni,24.2847,0.0958956,-0.0170735
350000,Kogia_breviceps,Kogia_simus,22.1958,0.330814,-0.0252084
350000,Mesoplodon_grayi,NA,34.2998,0.0377369,0.0453969
350000,Berardius_arnuxii,Berardius_bairdii,19.2672,0.787401,0.0103591
350000,Mesoplodon_europaeus,NA,30.2892,0.768957,0.0639717
350000,Pontoporia_blainvillei,NA,19.144,2.00461,0.0398956
350000,Orcinus_orca,NA,27.3123,1.3128,-0.00198726
350000,Orcaella_brevirostris,NA,33.6891,0.0857912,-0.0637454
350000,Grampus_griseus,Pseudorca_crassidens,28.0399,0.161159,0.0656411
350000,Platanista_gangetica,Tasmacetus_shepherdi,2.4738,0.102427,-0.0192939
360000,Balaena_mysticetus,Physeter_catodon,0,4.59323,0.0282161
360000,Megaptera_novaeangliae,NA,32.5234,1.05959,-0.00630891
360000,Balaenoptera_physalus,Megaptera_novaeangliae,22.0998,0.247343,-0.0321945
360000,Physeter_catodon,NA,22.8558,0.978591,-0.000283159
360000,Berardius_bairdii,NA,31.3277,2.0798,-0.0335306
360000,Berardius_arnuxii,Berardius_bairdii,22.1021,0.663308,-0.0630886
360000,Orcinus_orca,NA,26.1807,1.78268,-0.00198726
360000,Grampus_griseus,Pseudorca_crassidens,28.8553,0.762747,-0.0631591
360000,Physeter_catodon,Platanista_gangetica,2.01944,0.133487,-0.0192939
370000,Balaena_mysticetus,Physeter_catodon,0,1.31222,-0.0796071
370000,Balaenoptera_physalus,Megaptera_novaeangliae,22.7753,0.681205,0.0327929
370000,Balaena_mysticetus,Caperea_marginata,5.02886,1.52276,0.00911839
370000,Physeter_catodon,Kogia_breviceps,5.98719,2.12489,-0.0291627
370000,Berardius_bairdii,NA,30.3794,2.35527,0.0772739
370000,Phocoenoides_dalli,NA,34.4151,0.112262,-0.065145
370000,Orcinus_orca,NA,29.6538,4.43028,0.061369
370000,Orcaella_brevirostris,Grampus_griseus,27.349,0.192046,0.0727518
380000,Balaena_mysticetus,Physeter_catodon,0,1.84473,0.0282161
380000,Balaenoptera_acutorostrata,NA,30.2249,0.511764,0.0869917
380000,Physeter_catodon,NA,14.6983,1.43733,0.04882
380000,Platanista_gangetica,Platanista_minor,11.1233,0.662805,-0.170917
380000,Berardius_arnuxii,Berardius_bairdii,20.8429,0.805418,0.0387121
380000,Mesoplodon_hectori,NA,35.1917,0.450701,0.0462631
380000,Inia_geoffrensis,NA,20.8351,0.717222,0.00889115
380000,Delphinapterus_leucas,Monodon_monoceros,29.6883,1.21757,-0.078568
380000,Orcinus_orca,NA,30.0032,1.00281,-0.049278
380000,Orcaella_brevirostris,Grampus_griseus,27.0971,0.967432,-0.0984972
380000,Lissodelphis_borealis,Cephalorhynchus_hectori,29.0148,0.0852031,-0.0523819
380000,Physeter_catodon,Platanista_gangetica,1.66679,0.0903004,-0.0192939
390000,Balaena_mysticetus,Physeter_catodon,0,2.85128,0.0282161
390000,Balaena_mysticetus,Eubalaena_australis,25.8014,0.828168,0.0192979
390000,Balaenoptera_musculus,NA,32.4514,1.82043,0.0302815
390000,Physeter_catodon,NA,14.4199,0.724178,0.102502
390000,Berardius_arnuxii,Berardius_bairdii,19.2827,0.652634,-0.0474545
390000,Orcinus_orca,NA,26.4614,2.4467,0.026417
390000,Grampus_griseus,Pseudorca_crassidens,27.9119,1.38282,-0.0984972
390000,Physeter_catodon,Platanista_gangetica,0.99475,0.105067,-0.0192939
400000,Balaena_mysticetus,Physeter_catodon,0,1.19822,0.0243658
400000,Physeter_catodon,NA,22.1827,1.57921,-0.036934
400000,Kogia_breviceps,Kogia_simus,26.082,0.421732,-0.0342628
400000,Berardius_arnuxii,Berardius_bairdii,22.8007,0.949605,-0.059502
400000,Orcinus_orca,NA,25.5577,1.16779,-0.0336913
400000,Pseudorca_crassidens,NA,33.0054,0.023399,-0.0432066
400000,Orcaella_brevirostris,Grampus_griseus,26.585,0.936705,0.0725751
400000,Physeter_catodon,Platanista_gangetica,1.70723,0.179251,-0.0446373
410000,Balaena_mysticetus,Physeter_catodon,0,0.497441,0.0957229
410000,Caperea_marginata,NA,13.6137,0.111994,-0.0499191
410000,Eschrichtius_robustus,Balaenoptera_acutorostrata,11.42,4.7409,0.0801832
410000,Physeter_catodon,NA,30.1886,2.32897,0.0534033
410000,Berardius_arnuxii,Berardius_bairdii,26.2648,2.89745,-0.00142923
410000,Mesoplodon_ginkgodens,NA,28.0922,1.29218,0.075396
410000,Orcinus_orca,NA,31.7146,3.90653,0.077717
410000,Orcaella_brevirostris,Grampus_griseus,26.5352,0.657299,0.0994976
410000,Physeter_catodon,Platanista_gangetica,1.92724,0.268571,-0.0446373
420000,Balaena_mysticetus,Physeter_catodon,0,0.046641,0.0370791
420000,Balaenoptera_borealis,Balaenoptera_edeni,23.3483,1.22923,0.0536233
420000,Balaena_mysticetus,Caperea_marginata,7.01175,3.179,0.0344391
420000,Physeter_catodon,NA,20.785,1.74869,-0.0566528
420000,Berardius_arnuxii,Berardius_bairdii,29.0853,1.56588,-0.102041
420000,Neophocaena_phocaenoides,Phocoena_sinus,27.4679,0.0390564,-0.0165432
420000,Orcinus_orca,NA,26.0395,3.16904,-0.0126167
420000,Orcaella_brevirostris,Grampus_griseus,26.9606,1.78243,-0.0222089
430000,Balaena_mysticetus,Physeter_catodon,0,1.68762,0.0943581
430000,Physeter_catodon,NA,18.93,1.67072,0.0143467
430000,Berardius_arnuxii,Berardius_bairdii,27.3941,6.0519,0.0391727
430000,Orcinus_orca,NA,29.6522,0.59615,0.100779
430000,Pseudorca_crassidens,Feresa_attenuata,29.9765,0.431548,-0.0226066
430000,Physeter_catodon,Platanista_gangetica,1.40002,0.145156,-0.034525
440000,Balaena_mysticetus,Physeter_catodon,0,0.0448537,0.0398467
440000,Eubalaena_australis,Eubalaena_glacialis,27.7277,0.128406,0.0307525
440000,Balaena_mysticetus,Caperea_marginata,4.09033,4.03191,0.0263255
440000,Physeter_catodon,NA,25.0112,1.51965,0.0772776
440000,Berardius_arnuxii,Berardius_bairdii,25.7626,1.86295,-0.0838968
440000,Mesoplodon_layardii,NA,34.8622,1.75222,-0.0529675
440000,Orcinus_orca,NA,25.5648,1.5976,0.0335678
440000,Feresa_attenuata,NA,32.2861,4.89866,-0.010645
440000,Globicephala_macrorhynchus,Globicephala_melas,33.4443,1.39202,0.0380133
440000,Grampus_griseus,Pseudorca_crassidens,28.5096,0.685398,-0.0317592
450000,Balaena_mysticetus,Physeter_catodon,0,1.89197,-0.080972
450000,Balaenoptera_physalus,NA,34.9845,0.13756,-0.0176356
450000,Balaena_mysticetus,Caperea_marginata,5.09378,1.3561,0.033504
450000,Platanista_gangetica,Platanista_minor,18.5642,0.0132754,-0.0450191
450000,Orcinus_orca,NA,28.1055,2.46714,-0.0225641
460000,Balaena_mysticetus,Physeter_catodon,0,0.0543583,0.0162497
460000,Balaena_mysticetus,Caperea_marginata,2.57195,2.09702,0.0344361
460000,Physeter_catodon,NA,22.9835,1.97353,-0.0510225
460000,Berardius_arnuxii,Berardius_bairdii,23.025,0.572365,-0.00707458
460000,Mesoplodon_ginkgodens,NA,31.2404,0.0799831,0.0318875
460000,Orcinus_orca,NA,29.0163,1.53473,-0.0634951
470000,Balaena_mysticetus,Physeter_catodon,0,2.13747,0.0158893
470000,Balaenoptera_physalus,NA,29.3026,0.0949445,0.0480301
470000,Megaptera_novaeangliae,NA,33.0476,0.910737,-0.0188222
470000,Balaenoptera_borealis,Balaenoptera_edeni,29.9765,0.0263219,-0.0539771
470000,Kogia_breviceps,Kogia_simus,15.5924,1.82243,0.0269786
470000,Kogia_breviceps,Kogia_simus,26.6907,0.849904,0.0105467
470000,Caperea_marginata,NA,15.4118,0.518364,-0.0318253
470000,Berardius_arnuxii,Berardius_bairdii,28.8516,0.414815,0.0108667
470000,Hyperoodon_planifrons,NA,34.9223,0.032511,-0.0370609
470000,Orcinus_orca,NA,33.7055,3.37688,-0.0127879
470000,Orcaella_brevirostris,Grampus_griseus,27.5909,0.602477,-0.0158947
470000,Cephalorhynchus_hectori,Cephalorhynchus_commersonii,32.149,0.0686672,-0.0408294
470000,Platanista_gangetica,Tasmacetus_shepherdi,3.1694,0.201478,-0.0316125
480000,Balaena_mysticetus,Physeter_catodon,0,0.0558619,0.0169803
480000,Balaena_mysticetus,Eubalaena_australis,12.539,6.53859,-0.0659541
480000,Balaena_mysticetus,Caperea_marginata,7.24362,1.51437,0.0121577
480000,Physeter_catodon,NA,22.5674,4.39316,0.0537693
480000,Berardius_arnuxii,Berardius_bairdii,27.3306,3.90204,0.0206179
480000,Hyperoodon_planifrons,NA,35.3073,1.26977,0.0266684
480000,Phocoena_phocoena,NA,33.0883,0.942287,-0.0439215
480000,Orcinus_orca,NA,26.8613,0.916385,0.0223113
480000,Feresa_attenuata,NA,34.7249,0.0880295,-0.037986
